0,120,254,112,139,238,208,191,200
0,69,5,98,140,240,116,19,45
0,129,5,98,156,140,220,16,240
0,11,112,49,127,85,233,146,215
0,136,14,78,241,68,56,238,89
0,134,36,2,181,191,208,139,81
0,31,139,13,55,134,175,177,81
0,31,2,188,13,186,111,242,92
0,2,86,218,65,212,46,29,41
0,117,185,226,96,171,18,187,11
0,57,115,88,110,56,59,180,207
0,180,1,65,3,218,212,136,134
0,31,203,47,134,222,55,231,177
0,142,166,97,113,123,205,150,210
0,66,233,6,22,106,40,85,110
0,31,234,155,186,103,144,223,111
0,142,97,166,113,150,210,205,123
0,222,31,223,234,177,155,144,203
0,142,166,150,97,113,123,205,213
0,106,22,6,51,153,85,49,143
0,31,222,55,234,186,223,155,144
0,93,96,117,226,11,187,210,185
0,181,82,107,251,39,246,83,99
0,208,191,24,181,109,222,81,139
0,234,31,144,188,186,2,242,152
0,78,177,120,135,5,223,131,55
0,5,156,167,94,17,38,129,240
0,117,18,185,187,11,128,133,242
0,181,82,107,251,39,245,83,255
0,109,250,151,24,102,122,225,31
0,96,226,80,93,198,102,52,11
0,181,82,107,251,39,99,245,68
0,109,3,1,212,65,218,24,136
0,136,3,1,69,98,239,190,140
0,239,1,19,116,69,23,225,178
0,123,229,249,196,105,7,216,101
0,57,110,115,32,88,120,56,207
0,55,31,180,177,175,199,74,67
0,46,218,65,212,63,110,202,121
0,234,111,155,144,92,27,242,35
0,181,82,107,251,39,83,246,221
0,31,155,175,109,55,177,62,152
0,247,226,96,11,107,93,171,80
0,139,55,222,207,81,211,76,151
0,117,214,133,11,226,185,96,243
0,222,203,139,50,223,28,151,137
0,117,96,11,185,226,171,128,18
0,181,82,107,251,39,255,83,99
0,24,109,155,55,31,152,225,199
0,96,226,247,15,11,93,102,131
0,222,2,41,139,137,28,152,55
0,13,31,55,204,28,155,162,170
0,51,22,49,153,247,85,18,214
0,222,81,2,223,55,0,182,152
0,55,31,13,152,178,204,155,74
0,249,229,123,196,7,216,105,101
0,57,110,32,115,88,56,207,66
0,31,180,55,199,178,124,76,192
0,127,18,85,49,112,153,146,214
0,65,218,122,2,46,86,212,110
0,155,50,31,2,188,92,35,152
0,22,93,117,187,23,214,121,146
0,102,223,228,199,21,250,50,170
0,102,93,228,96,194,80,226,14
0,181,82,107,251,39,99,246,221
0,31,155,199,55,109,24,175,74
0,96,117,242,93,18,11,187,185
0,181,82,107,251,39,169,99,83
0,109,41,2,86,163,28,24,47
0,13,55,31,159,47,152,203,28
0,247,226,11,96,171,107,146,128
0,181,82,107,251,83,39,119,99
0,24,41,109,86,65,29,2,152
0,3,212,1,218,65,134,54,131
0,3,1,136,69,98,190,239,140
0,239,19,1,116,69,23,178,225
0,117,185,11,186,121,243,187,111
0,3,1,208,86,223,218,2,41
0,239,1,19,23,69,136,250,116
0,222,47,2,28,31,41,81,203
0,13,55,204,115,152,31,203,239
0,142,166,123,113,97,205,150,213
0,106,6,22,51,153,66,85,49
0,57,88,110,115,56,59,147,60
0,31,55,180,155,199,152,12,18
0,226,96,93,194,80,198,247,67
0,222,2,41,139,55,152,71,72
0,55,155,31,13,199,204,175,152
0,142,166,97,113,205,123,150,213
0,55,78,223,66,222,177,31,6
0,142,166,97,150,113,10,213,210
0,6,106,22,51,153,85,49,143
0,222,203,223,31,55,60,47,3
0,127,63,111,18,188,146,202,85
0,234,188,186,84,155,111,144,92
0,110,57,115,88,59,54,56,33
0,180,212,65,218,1,110,33,12
0,96,136,80,102,226,93,228,21
0,102,181,194,82,21,107,131,251
0,136,109,86,233,65,24,225,212
0,2,41,155,152,31,234,50,72
0,31,55,2,41,177,86,222,223
0,159,209,17,69,13,247,240,116
0,185,117,226,68,146,243,169,214
0,208,122,191,181,222,139,81,254
0,123,249,229,196,7,216,105,101
0,78,89,32,222,120,177,223,55
0,5,129,98,156,240,220,140,17
0,31,155,234,188,242,186,144,92
0,2,86,41,223,65,152,29,60
0,31,203,47,55,222,134,13,152
0,117,185,65,187,63,46,121,11
0,181,82,107,251,255,39,221,169
0,55,109,24,31,124,12,67,152
0,96,226,80,247,198,11,107,171
0,3,1,218,212,65,154,239,190
0,239,136,69,116,250,19,1,102
0,166,142,97,113,123,205,210,150
0,22,6,106,66,46,110,63,85
0,57,110,115,56,127,60,165,59
0,84,127,18,85,102,233,112,49
0,46,84,233,110,63,202,102,126
0,155,50,31,2,152,250,242,92
0,117,185,110,46,40,63,121,18
0,57,110,115,56,165,127,250,59
0,127,84,18,85,112,102,49,233
0,3,1,218,212,65,190,110,2
0,239,69,250,116,136,19,1,98
